"Store","DayOfWeek","Date","Sales","Customers","Open","Promo","StateHoliday","SchoolHoliday"
732,5,"2014-02-28",4868,567,1,0,"0",0
909,5,"2014-02-28",9115,959,1,0,"0",0
183,4,"2014-02-27",3774,527,1,0,"0",0
192,4,"2014-02-27",6136,460,1,0,"0",0
274,4,"2014-02-27",3095,865,1,0,"0",0
530,4,"2014-02-27",2866,421,1,0,"0",0
732,4,"2014-02-27",4517,524,1,0,"0",0
909,4,"2014-02-27",7464,828,1,0,"0",0
183,3,"2014-02-26",3601,533,1,0,"0",0
192,3,"2014-02-26",5637,442,1,0,"0",0
274,3,"2014-02-26",2990,815,1,0,"0",0
530,3,"2014-02-26",2433,360,1,0,"0",0
732,3,"2014-02-26",3615,477,1,0,"0",0
909,3,"2014-02-26",7078,811,1,0,"0",0
183,2,"2014-02-25",4023,560,1,0,"0",0
192,2,"2014-02-25",6119,467,1,0,"0",0
274,2,"2014-02-25",2926,860,1,0,"0",0
530,2,"2014-02-25",2607,421,1,0,"0",0
732,2,"2014-02-25",4067,493,1,0,"0",0
909,2,"2014-02-25",7543,844,1,0,"0",0
183,1,"2014-02-24",4703,650,1,0,"0",0
192,1,"2014-02-24",6099,501,1,0,"0",0
274,1,"2014-02-24",3120,881,1,0,"0",0
530,1,"2014-02-24",3069,457,1,0,"0",0
732,1,"2014-02-24",3961,566,1,0,"0",0
909,1,"2014-02-24",7916,914,1,0,"0",0
183,7,"2014-02-23",0,0,0,0,"0",0
192,7,"2014-02-23",0,0,0,0,"0",0
274,7,"2014-02-23",6318,1354,1,0,"0",0
530,7,"2014-02-23",0,0,0,0,"0",0
732,7,"2014-02-23",0,0,0,0,"0",0
909,7,"2014-02-23",0,0,0,0,"0",0
183,6,"2014-02-22",2463,322,1,0,"0",0
192,6,"2014-02-22",10065,780,1,0,"0",0
274,6,"2014-02-22",3204,755,1,0,"0",0
530,6,"2014-02-22",2858,458,1,0,"0",0
732,6,"2014-02-22",3478,415,1,0,"0",0
909,6,"2014-02-22",7986,855,1,0,"0",0
183,5,"2014-02-21",3919,473,1,1,"0",0
192,5,"2014-02-21",8726,615,1,1,"0",0
274,5,"2014-02-21",3908,998,1,1,"0",0
530,5,"2014-02-21",2826,390,1,1,"0",0
732,5,"2014-02-21",4634,538,1,1,"0",0
909,5,"2014-02-21",11137,1059,1,1,"0",0
183,4,"2014-02-20",4421,588,1,1,"0",0
192,4,"2014-02-20",6898,547,1,1,"0",0
274,4,"2014-02-20",3219,854,1,1,"0",0
530,4,"2014-02-20",2555,362,1,1,"0",0
732,4,"2014-02-20",4666,545,1,1,"0",0
909,4,"2014-02-20",11498,1078,1,1,"0",0
183,3,"2014-02-19",4583,548,1,1,"0",0
192,3,"2014-02-19",6708,488,1,1,"0",0
274,3,"2014-02-19",3358,883,1,1,"0",0
530,3,"2014-02-19",2703,357,1,1,"0",0
732,3,"2014-02-19",4161,481,1,1,"0",0
909,3,"2014-02-19",11488,1111,1,1,"0",0
183,2,"2014-02-18",5516,673,1,1,"0",0
192,2,"2014-02-18",8001,563,1,1,"0",0
274,2,"2014-02-18",3233,868,1,1,"0",0
530,2,"2014-02-18",3225,413,1,1,"0",0
732,2,"2014-02-18",4864,537,1,1,"0",0
909,2,"2014-02-18",13353,1224,1,1,"0",0
183,1,"2014-02-17",7228,823,1,1,"0",0
192,1,"2014-02-17",9394,660,1,1,"0",0
274,1,"2014-02-17",3778,893,1,1,"0",0
530,1,"2014-02-17",3751,496,1,1,"0",0
732,1,"2014-02-17",5657,657,1,1,"0",0
909,1,"2014-02-17",16293,1374,1,1,"0",0
183,7,"2014-02-16",0,0,0,0,"0",0
192,7,"2014-02-16",0,0,0,0,"0",0
274,7,"2014-02-16",6591,1403,1,0,"0",0
530,7,"2014-02-16",0,0,0,0,"0",0
732,7,"2014-02-16",0,0,0,0,"0",0
909,7,"2014-02-16",0,0,0,0,"0",0
183,6,"2014-02-15",2793,371,1,0,"0",0
192,6,"2014-02-15",9900,768,1,0,"0",0
274,6,"2014-02-15",3085,776,1,0,"0",0
530,6,"2014-02-15",2702,391,1,0,"0",0
732,6,"2014-02-15",3594,408,1,0,"0",0
909,6,"2014-02-15",8094,846,1,0,"0",0
183,5,"2014-02-14",4401,561,1,0,"0",0
192,5,"2014-02-14",7887,584,1,0,"0",0
274,5,"2014-02-14",4095,1130,1,0,"0",0
530,5,"2014-02-14",2582,408,1,0,"0",0
732,5,"2014-02-14",4052,523,1,0,"0",0
909,5,"2014-02-14",9639,1021,1,0,"0",0
183,4,"2014-02-13",3516,511,1,0,"0",0
192,4,"2014-02-13",5831,471,1,0,"0",0
274,4,"2014-02-13",3347,948,1,0,"0",0
530,4,"2014-02-13",2610,383,1,0,"0",0
732,4,"2014-02-13",3820,501,1,0,"0",0
909,4,"2014-02-13",8061,884,1,0,"0",0
183,3,"2014-02-12",3693,526,1,0,"0",0
192,3,"2014-02-12",5591,444,1,0,"0",0
274,3,"2014-02-12",3146,886,1,0,"0",0
530,3,"2014-02-12",1826,266,1,0,"0",0
732,3,"2014-02-12",3799,484,1,0,"0",0
909,3,"2014-02-12",7665,838,1,0,"0",0
183,2,"2014-02-11",3791,544,1,0,"0",0
192,2,"2014-02-11",5748,533,1,0,"0",0
274,2,"2014-02-11",2913,844,1,0,"0",0
530,2,"2014-02-11",2322,351,1,0,"0",0
732,2,"2014-02-11",3883,495,1,0,"0",0
909,2,"2014-02-11",8125,940,1,0,"0",0
183,1,"2014-02-10",4421,620,1,0,"0",0
192,1,"2014-02-10",6212,540,1,0,"0",0
274,1,"2014-02-10",3092,894,1,0,"0",0
530,1,"2014-02-10",2905,399,1,0,"0",0
732,1,"2014-02-10",4784,570,1,0,"0",0
909,1,"2014-02-10",8834,974,1,0,"0",0
183,7,"2014-02-09",0,0,0,0,"0",0
192,7,"2014-02-09",0,0,0,0,"0",0
274,7,"2014-02-09",6181,1376,1,0,"0",0
530,7,"2014-02-09",0,0,0,0,"0",0
732,7,"2014-02-09",0,0,0,0,"0",0
909,7,"2014-02-09",0,0,0,0,"0",0
183,6,"2014-02-08",3166,404,1,0,"0",0
192,6,"2014-02-08",10004,766,1,0,"0",0
274,6,"2014-02-08",3067,739,1,0,"0",0
530,6,"2014-02-08",1980,296,1,0,"0",0
732,6,"2014-02-08",3488,397,1,0,"0",0
909,6,"2014-02-08",9872,971,1,0,"0",0
183,5,"2014-02-07",4565,561,1,1,"0",0
192,5,"2014-02-07",8742,628,1,1,"0",0
274,5,"2014-02-07",4114,1018,1,1,"0",0
530,5,"2014-02-07",2177,304,1,1,"0",0
732,5,"2014-02-07",4724,537,1,1,"0",0
909,5,"2014-02-07",11886,1038,1,1,"0",0
183,4,"2014-02-06",4819,594,1,1,"0",0
192,4,"2014-02-06",6763,533,1,1,"0",0
274,4,"2014-02-06",3529,895,1,1,"0",0
530,4,"2014-02-06",2433,328,1,1,"0",0
732,4,"2014-02-06",4582,566,1,1,"0",0
909,4,"2014-02-06",12446,1126,1,1,"0",0
183,3,"2014-02-05",4876,561,1,1,"0",0
192,3,"2014-02-05",7326,529,1,1,"0",0
274,3,"2014-02-05",3306,853,1,1,"0",0
530,3,"2014-02-05",2679,349,1,1,"0",0
732,3,"2014-02-05",5174,582,1,1,"0",0
909,3,"2014-02-05",13017,1163,1,1,"0",0
183,2,"2014-02-04",6454,704,1,1,"0",0
192,2,"2014-02-04",9300,616,1,1,"0",0
274,2,"2014-02-04",3541,810,1,1,"0",0
530,2,"2014-02-04",3238,399,1,1,"0",0
732,2,"2014-02-04",5161,531,1,1,"0",0
909,2,"2014-02-04",13902,1258,1,1,"0",0
183,1,"2014-02-03",6639,694,1,1,"0",0
192,1,"2014-02-03",9409,621,1,1,"0",0
274,1,"2014-02-03",3966,937,1,1,"0",0
530,1,"2014-02-03",4724,521,1,1,"0",0
732,1,"2014-02-03",6084,626,1,1,"0",0
909,1,"2014-02-03",15747,1328,1,1,"0",0
183,7,"2014-02-02",0,0,0,0,"0",0
192,7,"2014-02-02",0,0,0,0,"0",0
274,7,"2014-02-02",6138,1316,1,0,"0",0
530,7,"2014-02-02",0,0,0,0,"0",0
732,7,"2014-02-02",0,0,0,0,"0",0
909,7,"2014-02-02",0,0,0,0,"0",0
183,6,"2014-02-01",2979,358,1,0,"0",0
192,6,"2014-02-01",10600,775,1,0,"0",0
274,6,"2014-02-01",3201,796,1,0,"0",0
530,6,"2014-02-01",2329,294,1,0,"0",0
732,6,"2014-02-01",3887,389,1,0,"0",0
909,6,"2014-02-01",9886,961,1,0,"0",0
183,5,"2014-01-31",4657,542,1,0,"0",0
192,5,"2014-01-31",8027,576,1,0,"0",0
274,5,"2014-01-31",3998,1067,1,0,"0",0
530,5,"2014-01-31",3230,389,1,0,"0",0
732,5,"2014-01-31",5167,582,1,0,"0",0
909,5,"2014-01-31",11501,1115,1,0,"0",0
183,4,"2014-01-30",3291,416,1,0,"0",0
192,4,"2014-01-30",5621,462,1,0,"0",0
274,4,"2014-01-30",3373,945,1,0,"0",0
530,4,"2014-01-30",2321,319,1,0,"0",0
732,4,"2014-01-30",4241,512,1,0,"0",0
909,4,"2014-01-30",8473,862,1,0,"0",0
183,3,"2014-01-29",3700,493,1,0,"0",0
192,3,"2014-01-29",5012,396,1,0,"0",0
274,3,"2014-01-29",3126,806,1,0,"0",0
530,3,"2014-01-29",1601,230,1,0,"0",0
732,3,"2014-01-29",3494,417,1,0,"0",0
909,3,"2014-01-29",8011,856,1,0,"0",0
183,2,"2014-01-28",3973,516,1,0,"0",0
192,2,"2014-01-28",5278,423,1,0,"0",0
274,2,"2014-01-28",3012,845,1,0,"0",0
530,2,"2014-01-28",2127,298,1,0,"0",0
732,2,"2014-01-28",3020,432,1,0,"0",0
909,2,"2014-01-28",7920,851,1,0,"0",0
183,1,"2014-01-27",3109,432,1,0,"0",0
192,1,"2014-01-27",5380,438,1,0,"0",0
274,1,"2014-01-27",3102,825,1,0,"0",0
530,1,"2014-01-27",2119,313,1,0,"0",0
732,1,"2014-01-27",3887,482,1,0,"0",0
909,1,"2014-01-27",8322,870,1,0,"0",0
183,7,"2014-01-26",0,0,0,0,"0",0
192,7,"2014-01-26",0,0,0,0,"0",0
274,7,"2014-01-26",5099,1220,1,0,"0",0
530,7,"2014-01-26",0,0,0,0,"0",0
732,7,"2014-01-26",0,0,0,0,"0",0
909,7,"2014-01-26",0,0,0,0,"0",0
183,6,"2014-01-25",2364,306,1,0,"0",0
192,6,"2014-01-25",9292,721,1,0,"0",0
274,6,"2014-01-25",2910,736,1,0,"0",0
530,6,"2014-01-25",2186,292,1,0,"0",0
732,6,"2014-01-25",2739,354,1,0,"0",0
909,6,"2014-01-25",8515,903,1,0,"0",0
183,5,"2014-01-24",3333,426,1,1,"0",0
192,5,"2014-01-24",8670,628,1,1,"0",0
274,5,"2014-01-24",3950,1018,1,1,"0",0
530,5,"2014-01-24",2397,301,1,1,"0",0
732,5,"2014-01-24",3788,476,1,1,"0",0
909,5,"2014-01-24",11199,1027,1,1,"0",0
183,4,"2014-01-23",4720,563,1,1,"0",0
192,4,"2014-01-23",6845,519,1,1,"0",0
274,4,"2014-01-23",3609,901,1,1,"0",0
530,4,"2014-01-23",2167,273,1,1,"0",0
732,4,"2014-01-23",4630,538,1,1,"0",0
909,4,"2014-01-23",11190,1080,1,1,"0",0
183,3,"2014-01-22",5757,587,1,1,"0",0
192,3,"2014-01-22",8263,587,1,1,"0",0
274,3,"2014-01-22",3071,824,1,1,"0",0
530,3,"2014-01-22",2305,293,1,1,"0",0
732,3,"2014-01-22",4086,464,1,1,"0",0
909,3,"2014-01-22",13104,1258,1,1,"0",0
183,2,"2014-01-21",5372,572,1,1,"0",0
192,2,"2014-01-21",6744,502,1,1,"0",0
274,2,"2014-01-21",3286,836,1,1,"0",0
530,2,"2014-01-21",2822,336,1,1,"0",0
732,2,"2014-01-21",4542,496,1,1,"0",0
909,2,"2014-01-21",12387,1033,1,1,"0",0
183,1,"2014-01-20",7168,723,1,1,"0",0
192,1,"2014-01-20",9545,664,1,1,"0",0
274,1,"2014-01-20",3553,868,1,1,"0",0
530,1,"2014-01-20",3538,417,1,1,"0",0
732,1,"2014-01-20",5963,609,1,1,"0",0
909,1,"2014-01-20",15657,1310,1,1,"0",0
183,7,"2014-01-19",0,0,0,0,"0",0
192,7,"2014-01-19",0,0,0,0,"0",0
274,7,"2014-01-19",6010,1311,1,0,"0",0
530,7,"2014-01-19",0,0,0,0,"0",0
732,7,"2014-01-19",0,0,0,0,"0",0
909,7,"2014-01-19",0,0,0,0,"0",0
183,6,"2014-01-18",2395,323,1,0,"0",0
192,6,"2014-01-18",10221,801,1,0,"0",0
274,6,"2014-01-18",3081,690,1,0,"0",0
530,6,"2014-01-18",2203,334,1,0,"0",0
732,6,"2014-01-18",3382,378,1,0,"0",0
909,6,"2014-01-18",8438,881,1,0,"0",0
183,5,"2014-01-17",3252,424,1,0,"0",0
192,5,"2014-01-17",6795,561,1,0,"0",0
274,5,"2014-01-17",3369,910,1,0,"0",0
530,5,"2014-01-17",2340,334,1,0,"0",0
732,5,"2014-01-17",4126,512,1,0,"0",0
909,5,"2014-01-17",8012,842,1,0,"0",0
183,4,"2014-01-16",3323,469,1,0,"0",0
192,4,"2014-01-16",6273,498,1,0,"0",0
274,4,"2014-01-16",2821,823,1,0,"0",0
530,4,"2014-01-16",1954,263,1,0,"0",0
732,4,"2014-01-16",3355,410,1,0,"0",0
909,4,"2014-01-16",8050,851,1,0,"0",0
183,3,"2014-01-15",3643,532,1,0,"0",0
192,3,"2014-01-15",5309,454,1,0,"0",0
274,3,"2014-01-15",2841,804,1,0,"0",0
530,3,"2014-01-15",1893,273,1,0,"0",0
732,3,"2014-01-15",3564,464,1,0,"0",0
909,3,"2014-01-15",8661,949,1,0,"0",0
183,2,"2014-01-14",3213,379,1,0,"0",0
192,2,"2014-01-14",5719,439,1,0,"0",0
274,2,"2014-01-14",2858,770,1,0,"0",0
530,2,"2014-01-14",2506,354,1,0,"0",0
732,2,"2014-01-14",3482,469,1,0,"0",0
909,2,"2014-01-14",7401,737,1,0,"0",0
183,1,"2014-01-13",4273,592,1,0,"0",0
192,1,"2014-01-13",5893,523,1,0,"0",0
274,1,"2014-01-13",3107,803,1,0,"0",0
530,1,"2014-01-13",2369,309,1,0,"0",0
732,1,"2014-01-13",4305,517,1,0,"0",0
909,1,"2014-01-13",8048,971,1,0,"0",0
183,7,"2014-01-12",0,0,0,0,"0",0
192,7,"2014-01-12",0,0,0,0,"0",0
274,7,"2014-01-12",5492,1177,1,0,"0",0
530,7,"2014-01-12",0,0,0,0,"0",0
732,7,"2014-01-12",0,0,0,0,"0",0
909,7,"2014-01-12",0,0,0,0,"0",0
183,6,"2014-01-11",2826,337,1,0,"0",0
192,6,"2014-01-11",12455,900,1,0,"0",0
274,6,"2014-01-11",2612,624,1,0,"0",0
530,6,"2014-01-11",1508,213,1,0,"0",0
732,6,"2014-01-11",3092,389,1,0,"0",0
909,6,"2014-01-11",8892,885,1,0,"0",0
183,5,"2014-01-10",4654,588,1,1,"0",0
192,5,"2014-01-10",12379,801,1,1,"0",0
274,5,"2014-01-10",3337,848,1,1,"0",1
530,5,"2014-01-10",2442,345,1,1,"0",0
732,5,"2014-01-10",5058,554,1,1,"0",0
909,5,"2014-01-10",13096,1168,1,1,"0",0
183,4,"2014-01-09",5134,611,1,1,"0",0
192,4,"2014-01-09",10474,686,1,1,"0",0
274,4,"2014-01-09",2614,694,1,1,"0",1
530,4,"2014-01-09",1994,294,1,1,"0",0
732,4,"2014-01-09",4033,491,1,1,"0",0
909,4,"2014-01-09",13277,1255,1,1,"0",0
183,3,"2014-01-08",6072,673,1,1,"0",0
192,3,"2014-01-08",10799,674,1,1,"0",0
274,3,"2014-01-08",2751,666,1,1,"0",1
530,3,"2014-01-08",2916,344,1,1,"0",0
732,3,"2014-01-08",4741,522,1,1,"0",0
909,3,"2014-01-08",15677,1334,1,1,"0",0
183,2,"2014-01-07",8415,887,1,1,"0",0
192,2,"2014-01-07",11935,780,1,1,"0",0
274,2,"2014-01-07",2944,709,1,1,"0",1
530,2,"2014-01-07",3123,390,1,1,"0",0
732,2,"2014-01-07",5551,558,1,1,"0",0
909,2,"2014-01-07",17525,1525,1,1,"0",0
183,1,"2014-01-06",0,0,0,1,"a",0
192,1,"2014-01-06",0,0,0,1,"a",0
274,1,"2014-01-06",3203,762,1,1,"0",1
530,1,"2014-01-06",3843,467,1,1,"0",1
732,1,"2014-01-06",6733,627,1,1,"0",1
909,1,"2014-01-06",0,0,0,1,"a",0
183,7,"2014-01-05",0,0,0,0,"0",0
192,7,"2014-01-05",0,0,0,0,"0",0
274,7,"2014-01-05",4755,1074,1,0,"0",1
530,7,"2014-01-05",2104,342,1,0,"0",0
732,7,"2014-01-05",0,0,0,0,"0",0
909,7,"2014-01-05",0,0,0,0,"0",0
183,6,"2014-01-04",3148,371,1,0,"0",0
192,6,"2014-01-04",10353,801,1,0,"0",0
274,6,"2014-01-04",3009,691,1,0,"0",1
530,6,"2014-01-04",3049,488,1,0,"0",0
732,6,"2014-01-04",4428,477,1,0,"0",0
909,6,"2014-01-04",9648,907,1,0,"0",0
183,5,"2014-01-03",4801,661,1,0,"0",1
192,5,"2014-01-03",6221,537,1,0,"0",1
274,5,"2014-01-03",3032,748,1,0,"0",1
530,5,"2014-01-03",3577,625,1,0,"0",1
732,5,"2014-01-03",5697,657,1,0,"0",1
909,5,"2014-01-03",9144,935,1,0,"0",1
183,4,"2014-01-02",5012,640,1,0,"0",1
192,4,"2014-01-02",6087,503,1,0,"0",1
274,4,"2014-01-02",3005,730,1,0,"0",1
530,4,"2014-01-02",4426,732,1,0,"0",1
732,4,"2014-01-02",6541,816,1,0,"0",1
909,4,"2014-01-02",8595,920,1,0,"0",1
183,3,"2014-01-01",0,0,0,0,"a",1
192,3,"2014-01-01",0,0,0,0,"a",1
274,3,"2014-01-01",3616,769,1,0,"a",1
530,3,"2014-01-01",3208,635,1,0,"a",1
732,3,"2014-01-01",0,0,0,0,"a",1
909,3,"2014-01-01",0,0,0,0,"a",1
183,2,"2013-12-31",3414,517,1,0,"0",1
192,2,"2013-12-31",6214,534,1,0,"0",1
274,2,"2013-12-31",2883,568,1,0,"0",1
530,2,"2013-12-31",3993,665,1,0,"0",1
732,2,"2013-12-31",4672,575,1,0,"0",1
909,2,"2013-12-31",6406,721,1,0,"0",1
183,1,"2013-12-30",6258,875,1,0,"0",1
192,1,"2013-12-30",9310,764,1,0,"0",1
274,1,"2013-12-30",3733,861,1,0,"0",1
530,1,"2013-12-30",7364,1189,1,0,"0",1
732,1,"2013-12-30",8773,1045,1,0,"0",1
909,1,"2013-12-30",12256,1209,1,0,"0",1
183,7,"2013-12-29",0,0,0,0,"0",0
192,7,"2013-12-29",0,0,0,0,"0",0
274,7,"2013-12-29",5848,1192,1,0,"0",1
530,7,"2013-12-29",5448,936,1,0,"0",0
732,7,"2013-12-29",2886,368,1,0,"0",0
909,7,"2013-12-29",0,0,0,0,"0",0
183,6,"2013-12-28",4075,528,1,0,"0",0
192,6,"2013-12-28",8679,711,1,0,"0",0
274,6,"2013-12-28",3626,807,1,0,"0",1
530,6,"2013-12-28",6686,1079,1,0,"0",0
732,6,"2013-12-28",6287,770,1,0,"0",0
909,6,"2013-12-28",9177,910,1,0,"0",0
183,5,"2013-12-27",6371,907,1,0,"0",1
192,5,"2013-12-27",8493,664,1,0,"0",1
274,5,"2013-12-27",3291,866,1,0,"0",1
530,5,"2013-12-27",5162,798,1,0,"0",1
732,5,"2013-12-27",7310,808,1,0,"0",1
909,5,"2013-12-27",10079,1071,1,0,"0",1
183,4,"2013-12-26",0,0,0,0,"c",1
192,4,"2013-12-26",0,0,0,0,"c",1
274,4,"2013-12-26",6332,1258,1,0,"c",1
530,4,"2013-12-26",4712,706,1,0,"c",1
732,4,"2013-12-26",0,0,0,0,"c",1
909,4,"2013-12-26",0,0,0,0,"c",1
183,3,"2013-12-25",0,0,0,0,"c",1
192,3,"2013-12-25",0,0,0,0,"c",1
274,3,"2013-12-25",5687,1086,1,0,"c",1
530,3,"2013-12-25",0,0,0,0,"c",1
732,3,"2013-12-25",0,0,0,0,"c",1
909,3,"2013-12-25",0,0,0,0,"c",1
183,2,"2013-12-24",3997,550,1,0,"0",1
192,2,"2013-12-24",6254,490,1,0,"0",1
274,2,"2013-12-24",2927,565,1,0,"0",1
530,2,"2013-12-24",2584,380,1,0,"0",1
732,2,"2013-12-24",3807,445,1,0,"0",1
909,2,"2013-12-24",8077,819,1,0,"0",1
183,1,"2013-12-23",7750,1014,1,0,"0",1
192,1,"2013-12-23",13597,1047,1,0,"0",1
274,1,"2013-12-23",4282,963,1,0,"0",1
530,1,"2013-12-23",6742,823,1,0,"0",1
732,1,"2013-12-23",9640,971,1,0,"0",1
909,1,"2013-12-23",16222,1568,1,0,"0",1
183,7,"2013-12-22",0,0,0,0,"0",0
192,7,"2013-12-22",0,0,0,0,"0",0
274,7,"2013-12-22",6623,1324,1,0,"0",0
530,7,"2013-12-22",3747,500,1,0,"0",0
732,7,"2013-12-22",1751,203,1,0,"0",0
909,7,"2013-12-22",0,0,0,0,"0",0
183,6,"2013-12-21",4206,591,1,0,"0",0
192,6,"2013-12-21",12271,902,1,0,"0",0
274,6,"2013-12-21",4232,926,1,0,"0",0
530,6,"2013-12-21",3391,429,1,0,"0",0
732,6,"2013-12-21",5928,579,1,0,"0",0
909,6,"2013-12-21",11545,1082,1,0,"0",0
183,5,"2013-12-20",5695,682,1,1,"0",0
192,5,"2013-12-20",11329,789,1,1,"0",0
274,5,"2013-12-20",4394,1058,1,1,"0",0
530,5,"2013-12-20",4632,557,1,1,"0",0
732,5,"2013-12-20",6855,770,1,1,"0",0
909,5,"2013-12-20",15899,1316,1,1,"0",0
183,4,"2013-12-19",5995,643,1,1,"0",0
192,4,"2013-12-19",10100,704,1,1,"0",0
274,4,"2013-12-19",4410,1000,1,1,"0",0
530,4,"2013-12-19",3474,423,1,1,"0",0
732,4,"2013-12-19",6848,684,1,1,"0",0
909,4,"2013-12-19",14767,1259,1,1,"0",0
183,3,"2013-12-18",5713,700,1,1,"0",0
192,3,"2013-12-18",10749,647,1,1,"0",0
274,3,"2013-12-18",3984,882,1,1,"0",0
530,3,"2013-12-18",3933,468,1,1,"0",0
732,3,"2013-12-18",6556,645,1,1,"0",0
909,3,"2013-12-18",16537,1320,1,1,"0",0
183,2,"2013-12-17",7683,756,1,1,"0",0
192,2,"2013-12-17",11095,718,1,1,"0",0
274,2,"2013-12-17",3797,874,1,1,"0",0
530,2,"2013-12-17",3820,451,1,1,"0",0
732,2,"2013-12-17",7367,695,1,1,"0",0
909,2,"2013-12-17",18053,1438,1,1,"0",0
183,1,"2013-12-16",9091,855,1,1,"0",0
192,1,"2013-12-16",12446,797,1,1,"0",0
274,1,"2013-12-16",3835,910,1,1,"0",0
530,1,"2013-12-16",5067,521,1,1,"0",0
732,1,"2013-12-16",8504,796,1,1,"0",0
909,1,"2013-12-16",19501,1533,1,1,"0",0
183,7,"2013-12-15",0,0,0,0,"0",0
192,7,"2013-12-15",0,0,0,0,"0",0
274,7,"2013-12-15",6388,1341,1,0,"0",0
530,7,"2013-12-15",0,0,0,0,"0",0
732,7,"2013-12-15",0,0,0,0,"0",0
909,7,"2013-12-15",0,0,0,0,"0",0
183,6,"2013-12-14",3087,342,1,0,"0",0
192,6,"2013-12-14",11058,831,1,0,"0",0
274,6,"2013-12-14",3200,787,1,0,"0",0
530,6,"2013-12-14",2946,366,1,0,"0",0
732,6,"2013-12-14",4259,431,1,0,"0",0
909,6,"2013-12-14",9384,892,1,0,"0",0
183,5,"2013-12-13",4627,570,1,0,"0",0
192,5,"2013-12-13",8298,600,1,0,"0",0
274,5,"2013-12-13",3675,1051,1,0,"0",0
530,5,"2013-12-13",2962,392,1,0,"0",0
732,5,"2013-12-13",4405,492,1,0,"0",0
909,5,"2013-12-13",9795,969,1,0,"0",0
183,4,"2013-12-12",3943,516,1,0,"0",0
192,4,"2013-12-12",6845,507,1,0,"0",0
274,4,"2013-12-12",3432,877,1,0,"0",0
530,4,"2013-12-12",2570,336,1,0,"0",0
732,4,"2013-12-12",4724,572,1,0,"0",0
909,4,"2013-12-12",9302,957,1,0,"0",0
183,3,"2013-12-11",4095,512,1,0,"0",0
192,3,"2013-12-11",6618,484,1,0,"0",0
274,3,"2013-12-11",3070,871,1,0,"0",0
530,3,"2013-12-11",2777,357,1,0,"0",0
732,3,"2013-12-11",4960,564,1,0,"0",0
909,3,"2013-12-11",9406,942,1,0,"0",0
183,2,"2013-12-10",4396,576,1,0,"0",0
192,2,"2013-12-10",6635,498,1,0,"0",0
274,2,"2013-12-10",3430,870,1,0,"0",0
530,2,"2013-12-10",3088,394,1,0,"0",0
732,2,"2013-12-10",4493,480,1,0,"0",0
909,2,"2013-12-10",8691,898,1,0,"0",0
183,1,"2013-12-09",4776,652,1,0,"0",0
192,1,"2013-12-09",6852,527,1,0,"0",0
274,1,"2013-12-09",3492,939,1,0,"0",0
530,1,"2013-12-09",3412,412,1,0,"0",0
732,1,"2013-12-09",6090,629,1,0,"0",0
909,1,"2013-12-09",9992,1057,1,0,"0",0
183,7,"2013-12-08",0,0,0,0,"0",0
192,7,"2013-12-08",0,0,0,0,"0",0
274,7,"2013-12-08",6513,1378,1,0,"0",0
530,7,"2013-12-08",0,0,0,0,"0",0
732,7,"2013-12-08",0,0,0,0,"0",0
909,7,"2013-12-08",0,0,0,0,"0",0
183,6,"2013-12-07",3032,356,1,0,"0",0
192,6,"2013-12-07",10479,759,1,0,"0",0
274,6,"2013-12-07",3663,856,1,0,"0",0
530,6,"2013-12-07",2645,313,1,0,"0",0
732,6,"2013-12-07",4060,437,1,0,"0",0
909,6,"2013-12-07",9227,884,1,0,"0",0
183,5,"2013-12-06",4011,494,1,1,"0",0
192,5,"2013-12-06",8965,608,1,1,"0",0
274,5,"2013-12-06",4556,1151,1,1,"0",0
530,5,"2013-12-06",2225,287,1,1,"0",0
732,5,"2013-12-06",3892,454,1,1,"0",0
909,5,"2013-12-06",11729,1070,1,1,"0",0
183,4,"2013-12-05",5143,586,1,1,"0",0
192,4,"2013-12-05",9990,627,1,1,"0",0
274,4,"2013-12-05",4098,1002,1,1,"0",0
530,4,"2013-12-05",1426,160,1,1,"0",0
732,4,"2013-12-05",6301,532,1,1,"0",0
909,4,"2013-12-05",13322,1153,1,1,"0",0
183,3,"2013-12-04",6026,626,1,1,"0",0
192,3,"2013-12-04",8021,561,1,1,"0",0
274,3,"2013-12-04",3492,850,1,1,"0",0
530,3,"2013-12-04",3354,358,1,1,"0",0
732,3,"2013-12-04",5739,593,1,1,"0",0
909,3,"2013-12-04",13254,1147,1,1,"0",0
183,2,"2013-12-03",6258,669,1,1,"0",0
192,2,"2013-12-03",8584,558,1,1,"0",0
274,2,"2013-12-03",3736,906,1,1,"0",0
530,2,"2013-12-03",3702,418,1,1,"0",0
732,2,"2013-12-03",6032,625,1,1,"0",0
909,2,"2013-12-03",15271,1204,1,1,"0",0
183,1,"2013-12-02",7830,796,1,1,"0",0
192,1,"2013-12-02",10314,700,1,1,"0",0
274,1,"2013-12-02",4615,1044,1,1,"0",0
530,1,"2013-12-02",5275,550,1,1,"0",0
732,1,"2013-12-02",7103,704,1,1,"0",0
909,1,"2013-12-02",16078,1368,1,1,"0",0
183,7,"2013-12-01",0,0,0,0,"0",0
192,7,"2013-12-01",0,0,0,0,"0",0
274,7,"2013-12-01",6499,1332,1,0,"0",0
530,7,"2013-12-01",0,0,0,0,"0",0
732,7,"2013-12-01",0,0,0,0,"0",0
909,7,"2013-12-01",0,0,0,0,"0",0
183,6,"2013-11-30",3140,341,1,0,"0",0
