"","Store","DayOfWeek","Date","Sales","Customers","Open","Promo","StateHoliday","SchoolHoliday"
"476635",200,3,"2014-04-30",11874,1317,1,1,"0",0
"476642",207,3,"2014-04-30",15784,1687,1,1,"0",1
"476683",248,3,"2014-04-30",10440,1270,1,1,"0",1
"476699",264,3,"2014-04-30",10211,1246,1,1,"0",0
"476882",447,3,"2014-04-30",7118,782,1,1,"0",1
"476923",488,3,"2014-04-30",4511,460,1,1,"0",1
"476954",519,3,"2014-04-30",7638,723,1,1,"0",1
"477044",609,3,"2014-04-30",6992,689,1,1,"0",0
"477046",611,3,"2014-04-30",6979,591,1,1,"0",0
"477074",639,3,"2014-04-30",7124,690,1,1,"0",0
"477218",783,3,"2014-04-30",8978,837,1,1,"0",1
"477274",839,3,"2014-04-30",7965,932,1,1,"0",0
"477359",924,3,"2014-04-30",6016,561,1,1,"0",0
"477374",939,3,"2014-04-30",9003,806,1,1,"0",0
"477483",1048,3,"2014-04-30",9741,727,1,1,"0",1
"477484",1049,3,"2014-04-30",5510,813,1,1,"0",0
"477509",1074,3,"2014-04-30",5980,643,1,1,"0",0
"477633",83,2,"2014-04-29",4796,375,1,1,"0",0
"477694",144,2,"2014-04-29",8475,758,1,1,"0",0
"477737",187,2,"2014-04-29",7499,932,1,1,"0",1
"477750",200,2,"2014-04-29",8760,1011,1,1,"0",0
"477757",207,2,"2014-04-29",13555,1425,1,1,"0",1
"477798",248,2,"2014-04-29",10428,1271,1,1,"0",1
"477814",264,2,"2014-04-29",9171,1101,1,1,"0",0
"477997",447,2,"2014-04-29",5872,630,1,1,"0",1
"478038",488,2,"2014-04-29",4283,389,1,1,"0",1
"478069",519,2,"2014-04-29",5744,566,1,1,"0",1
"478159",609,2,"2014-04-29",5010,561,1,1,"0",0
"478161",611,2,"2014-04-29",6769,529,1,1,"0",0
"478189",639,2,"2014-04-29",6386,596,1,1,"0",0
"478333",783,2,"2014-04-29",7543,709,1,1,"0",1
"478389",839,2,"2014-04-29",7742,873,1,1,"0",0
"478474",924,2,"2014-04-29",6038,539,1,1,"0",0
"478489",939,2,"2014-04-29",7582,639,1,1,"0",0
"478598",1048,2,"2014-04-29",8519,606,1,1,"0",1
"478599",1049,2,"2014-04-29",4341,640,1,1,"0",0
"478624",1074,2,"2014-04-29",6136,600,1,1,"0",0
"478748",83,1,"2014-04-28",4603,407,1,1,"0",0
"478809",144,1,"2014-04-28",9932,841,1,1,"0",0
"478852",187,1,"2014-04-28",8183,903,1,1,"0",1
"478865",200,1,"2014-04-28",9901,1172,1,1,"0",0
"478872",207,1,"2014-04-28",16713,1620,1,1,"0",1
"478913",248,1,"2014-04-28",10321,1228,1,1,"0",1
"478929",264,1,"2014-04-28",10020,1196,1,1,"0",0
"479112",447,1,"2014-04-28",6497,748,1,1,"0",1
"479153",488,1,"2014-04-28",4828,472,1,1,"0",1
"479184",519,1,"2014-04-28",6008,605,1,1,"0",1
"479274",609,1,"2014-04-28",6656,665,1,1,"0",0
"479276",611,1,"2014-04-28",6924,596,1,1,"0",0
"479304",639,1,"2014-04-28",7444,670,1,1,"0",0
"479448",783,1,"2014-04-28",9235,848,1,1,"0",1
"479504",839,1,"2014-04-28",8518,933,1,1,"0",0
"479589",924,1,"2014-04-28",7351,576,1,1,"0",0
"479604",939,1,"2014-04-28",8332,737,1,1,"0",0
"479713",1048,1,"2014-04-28",9036,635,1,1,"0",1
"479714",1049,1,"2014-04-28",5203,732,1,1,"0",0
"479739",1074,1,"2014-04-28",8371,759,1,1,"0",0
"479863",83,7,"2014-04-27",0,0,0,0,"0",0
"479924",144,7,"2014-04-27",0,0,0,0,"0",0
"479967",187,7,"2014-04-27",0,0,0,0,"0",0
"479980",200,7,"2014-04-27",0,0,0,0,"0",0
"479987",207,7,"2014-04-27",0,0,0,0,"0",0
"480028",248,7,"2014-04-27",0,0,0,0,"0",0
"480044",264,7,"2014-04-27",0,0,0,0,"0",0
"480227",447,7,"2014-04-27",0,0,0,0,"0",0
"480268",488,7,"2014-04-27",0,0,0,0,"0",0
"480299",519,7,"2014-04-27",0,0,0,0,"0",0
"480389",609,7,"2014-04-27",0,0,0,0,"0",0
"480391",611,7,"2014-04-27",0,0,0,0,"0",0
"480419",639,7,"2014-04-27",0,0,0,0,"0",0
"480563",783,7,"2014-04-27",0,0,0,0,"0",0
"480619",839,7,"2014-04-27",0,0,0,0,"0",0
"480704",924,7,"2014-04-27",0,0,0,0,"0",0
"480719",939,7,"2014-04-27",0,0,0,0,"0",0
"480828",1048,7,"2014-04-27",0,0,0,0,"0",0
"480829",1049,7,"2014-04-27",0,0,0,0,"0",0
"480854",1074,7,"2014-04-27",0,0,0,0,"0",0
"480978",83,6,"2014-04-26",3226,283,1,0,"0",0
"481039",144,6,"2014-04-26",5317,478,1,0,"0",0
"481082",187,6,"2014-04-26",3785,475,1,0,"0",0
"481095",200,6,"2014-04-26",6720,843,1,0,"0",0
"481102",207,6,"2014-04-26",7722,968,1,0,"0",0
"481143",248,6,"2014-04-26",6412,963,1,0,"0",0
"481159",264,6,"2014-04-26",5399,826,1,0,"0",0
"481342",447,6,"2014-04-26",4779,582,1,0,"0",0
"481383",488,6,"2014-04-26",2856,342,1,0,"0",0
"481414",519,6,"2014-04-26",4268,494,1,0,"0",0
"481504",609,6,"2014-04-26",2580,278,1,0,"0",0
"481506",611,6,"2014-04-26",5515,476,1,0,"0",0
"481534",639,6,"2014-04-26",2730,332,1,0,"0",0
"481678",783,6,"2014-04-26",4373,509,1,0,"0",0
"481734",839,6,"2014-04-26",2910,381,1,0,"0",0
"481819",924,6,"2014-04-26",2539,263,1,0,"0",0
"481834",939,6,"2014-04-26",5779,623,1,0,"0",0
"481943",1048,6,"2014-04-26",5058,467,1,0,"0",0
"481944",1049,6,"2014-04-26",2534,464,1,0,"0",0
"481969",1074,6,"2014-04-26",3990,483,1,0,"0",0
"482093",83,5,"2014-04-25",2969,284,1,0,"0",1
"482154",144,5,"2014-04-25",6920,719,1,0,"0",1
"482197",187,5,"2014-04-25",5434,803,1,0,"0",1
"482210",200,5,"2014-04-25",6123,878,1,0,"0",1
"482217",207,5,"2014-04-25",8125,1054,1,0,"0",1
"482258",248,5,"2014-04-25",6197,887,1,0,"0",1
"482274",264,5,"2014-04-25",4741,751,1,0,"0",1
"482457",447,5,"2014-04-25",4404,555,1,0,"0",1
"482498",488,5,"2014-04-25",2750,320,1,0,"0",1
"482529",519,5,"2014-04-25",3410,403,1,0,"0",1
"482619",609,5,"2014-04-25",3878,479,1,0,"0",1
"482621",611,5,"2014-04-25",4382,402,1,0,"0",1
"482649",639,5,"2014-04-25",3998,474,1,0,"0",1
"482793",783,5,"2014-04-25",6819,681,1,0,"0",1
"482849",839,5,"2014-04-25",4691,622,1,0,"0",1
"482934",924,5,"2014-04-25",3406,378,1,0,"0",1
"482949",939,5,"2014-04-25",4827,512,1,0,"0",1
"483058",1048,5,"2014-04-25",5435,454,1,0,"0",1
"483059",1049,5,"2014-04-25",2895,535,1,0,"0",1
"483084",1074,5,"2014-04-25",4087,523,1,0,"0",1
"483208",83,4,"2014-04-24",2547,258,1,0,"0",1
"483269",144,4,"2014-04-24",6674,726,1,0,"0",1
"483312",187,4,"2014-04-24",5022,671,1,0,"0",1
"483325",200,4,"2014-04-24",6400,845,1,0,"0",1
"483332",207,4,"2014-04-24",8623,1126,1,0,"0",1
"483373",248,4,"2014-04-24",6843,1016,1,0,"0",1
"483389",264,4,"2014-04-24",5175,742,1,0,"0",1
"483572",447,4,"2014-04-24",4374,557,1,0,"0",1
"483613",488,4,"2014-04-24",2733,292,1,0,"0",1
"483644",519,4,"2014-04-24",3736,459,1,0,"0",1
"483734",609,4,"2014-04-24",4180,475,1,0,"0",1
"483736",611,4,"2014-04-24",4393,410,1,0,"0",1
"483764",639,4,"2014-04-24",3756,431,1,0,"0",1
"483908",783,4,"2014-04-24",6121,639,1,0,"0",1
"483964",839,4,"2014-04-24",4696,673,1,0,"0",1
"484049",924,4,"2014-04-24",3923,442,1,0,"0",1
"484064",939,4,"2014-04-24",4704,461,1,0,"0",1
"484173",1048,4,"2014-04-24",5423,474,1,0,"0",1
"484174",1049,4,"2014-04-24",2832,537,1,0,"0",1
"484199",1074,4,"2014-04-24",3590,459,1,0,"0",1
"484323",83,3,"2014-04-23",3134,309,1,0,"0",1
"484384",144,3,"2014-04-23",6286,675,1,0,"0",1
"484427",187,3,"2014-04-23",4623,639,1,0,"0",1
"484440",200,3,"2014-04-23",6465,870,1,0,"0",1
"484447",207,3,"2014-04-23",9504,1238,1,0,"0",1
"484488",248,3,"2014-04-23",6685,1032,1,0,"0",1
"484504",264,3,"2014-04-23",4761,779,1,0,"0",1
"484687",447,3,"2014-04-23",4842,625,1,0,"0",1
"484728",488,3,"2014-04-23",2467,293,1,0,"0",1
"484759",519,3,"2014-04-23",3842,466,1,0,"0",1
"484849",609,3,"2014-04-23",3984,496,1,0,"0",1
"484851",611,3,"2014-04-23",4067,397,1,0,"0",1
"484879",639,3,"2014-04-23",3901,463,1,0,"0",1
"485023",783,3,"2014-04-23",5280,578,1,0,"0",1
"485079",839,3,"2014-04-23",4542,671,1,0,"0",1
"485164",924,3,"2014-04-23",3864,406,1,0,"0",1
"485179",939,3,"2014-04-23",3828,420,1,0,"0",1
"485288",1048,3,"2014-04-23",4943,459,1,0,"0",1
"485289",1049,3,"2014-04-23",3209,576,1,0,"0",1
"485314",1074,3,"2014-04-23",3046,400,1,0,"0",1
"485438",83,2,"2014-04-22",3781,359,1,0,"0",1
"485499",144,2,"2014-04-22",8429,825,1,0,"0",1
"485542",187,2,"2014-04-22",6281,836,1,0,"0",1
"485555",200,2,"2014-04-22",8071,1064,1,0,"0",1
"485562",207,2,"2014-04-22",9596,1237,1,0,"0",1
"485603",248,2,"2014-04-22",7868,1157,1,0,"0",1
"485619",264,2,"2014-04-22",6450,930,1,0,"0",1
"485802",447,2,"2014-04-22",5426,671,1,0,"0",1
"485843",488,2,"2014-04-22",3176,367,1,0,"0",1
"485874",519,2,"2014-04-22",4299,513,1,0,"0",1
"485964",609,2,"2014-04-22",4963,582,1,0,"0",1
"485966",611,2,"2014-04-22",5493,512,1,0,"0",1
"485994",639,2,"2014-04-22",4334,495,1,0,"0",1
"486138",783,2,"2014-04-22",6048,702,1,0,"0",1
"486194",839,2,"2014-04-22",5405,745,1,0,"0",1
"486279",924,2,"2014-04-22",4525,487,1,0,"0",1
"486294",939,2,"2014-04-22",4680,511,1,0,"0",1
"486403",1048,2,"2014-04-22",5517,480,1,0,"0",1
"486404",1049,2,"2014-04-22",3520,587,1,0,"0",1
"486429",1074,2,"2014-04-22",4112,469,1,0,"0",1
"486553",83,1,"2014-04-21",0,0,0,0,"b",1
"486614",144,1,"2014-04-21",0,0,0,0,"b",1
"486657",187,1,"2014-04-21",0,0,0,0,"b",1
"486670",200,1,"2014-04-21",0,0,0,0,"b",1
"486677",207,1,"2014-04-21",0,0,0,0,"b",1
"486718",248,1,"2014-04-21",0,0,0,0,"b",1
"486734",264,1,"2014-04-21",0,0,0,0,"b",1
"486917",447,1,"2014-04-21",0,0,0,0,"b",1
"486958",488,1,"2014-04-21",0,0,0,0,"b",1
"486989",519,1,"2014-04-21",0,0,0,0,"b",1
"487079",609,1,"2014-04-21",0,0,0,0,"b",1
"487081",611,1,"2014-04-21",0,0,0,0,"b",1
"487109",639,1,"2014-04-21",0,0,0,0,"b",1
"487253",783,1,"2014-04-21",0,0,0,0,"b",1
"487309",839,1,"2014-04-21",0,0,0,0,"b",1
"487394",924,1,"2014-04-21",0,0,0,0,"b",1
"487409",939,1,"2014-04-21",0,0,0,0,"b",1
"487518",1048,1,"2014-04-21",0,0,0,0,"b",1
"487519",1049,1,"2014-04-21",0,0,0,0,"b",1
"487544",1074,1,"2014-04-21",0,0,0,0,"b",1
"487668",83,7,"2014-04-20",0,0,0,0,"0",0
"487729",144,7,"2014-04-20",0,0,0,0,"0",0
"487772",187,7,"2014-04-20",0,0,0,0,"0",0
"487785",200,7,"2014-04-20",0,0,0,0,"0",0
"487792",207,7,"2014-04-20",0,0,0,0,"0",0
"487833",248,7,"2014-04-20",0,0,0,0,"0",0
"487849",264,7,"2014-04-20",0,0,0,0,"0",0
"488032",447,7,"2014-04-20",0,0,0,0,"0",0
"488073",488,7,"2014-04-20",0,0,0,0,"0",0
"488104",519,7,"2014-04-20",0,0,0,0,"0",0
"488194",609,7,"2014-04-20",0,0,0,0,"0",0
"488196",611,7,"2014-04-20",0,0,0,0,"0",0
"488224",639,7,"2014-04-20",0,0,0,0,"0",0
"488368",783,7,"2014-04-20",0,0,0,0,"0",0
"488424",839,7,"2014-04-20",0,0,0,0,"0",0
"488509",924,7,"2014-04-20",0,0,0,0,"0",0
"488524",939,7,"2014-04-20",0,0,0,0,"0",0
"488633",1048,7,"2014-04-20",0,0,0,0,"0",0
"488634",1049,7,"2014-04-20",0,0,0,0,"0",0
"488659",1074,7,"2014-04-20",0,0,0,0,"0",0
"488783",83,6,"2014-04-19",3517,342,1,0,"0",0
"488844",144,6,"2014-04-19",10702,1006,1,0,"0",0
"488887",187,6,"2014-04-19",6666,821,1,0,"0",0
"488900",200,6,"2014-04-19",8130,1086,1,0,"0",0
"488907",207,6,"2014-04-19",10948,1385,1,0,"0",0
"488948",248,6,"2014-04-19",12606,1545,1,0,"0",0
"488964",264,6,"2014-04-19",6396,967,1,0,"0",0
"489147",447,6,"2014-04-19",5879,681,1,0,"0",0
"489188",488,6,"2014-04-19",5593,587,1,0,"0",0
"489219",519,6,"2014-04-19",7349,784,1,0,"0",0
"489309",609,6,"2014-04-19",3588,361,1,0,"0",0
"489311",611,6,"2014-04-19",5798,571,1,0,"0",0
"489339",639,6,"2014-04-19",4177,451,1,0,"0",0
"489483",783,6,"2014-04-19",8564,839,1,0,"0",0
"489539",839,6,"2014-04-19",3756,531,1,0,"0",0
"489624",924,6,"2014-04-19",3582,364,1,0,"0",0
"489639",939,6,"2014-04-19",7481,785,1,0,"0",0
"489748",1048,6,"2014-04-19",8402,740,1,0,"0",0
"489749",1049,6,"2014-04-19",4101,689,1,0,"0",0
"489774",1074,6,"2014-04-19",6026,734,1,0,"0",0
"489898",83,5,"2014-04-18",0,0,0,1,"b",1
"489959",144,5,"2014-04-18",0,0,0,1,"b",1
"490002",187,5,"2014-04-18",0,0,0,1,"b",1
"490015",200,5,"2014-04-18",0,0,0,1,"b",1
"490022",207,5,"2014-04-18",0,0,0,1,"b",1
"490063",248,5,"2014-04-18",0,0,0,1,"b",1
"490079",264,5,"2014-04-18",0,0,0,1,"b",1
"490262",447,5,"2014-04-18",0,0,0,1,"b",1
"490303",488,5,"2014-04-18",0,0,0,1,"b",1
"490334",519,5,"2014-04-18",0,0,0,1,"b",1
"490424",609,5,"2014-04-18",0,0,0,1,"b",1
"490426",611,5,"2014-04-18",0,0,0,1,"b",1
"490454",639,5,"2014-04-18",0,0,0,1,"b",1
"490598",783,5,"2014-04-18",0,0,0,1,"b",0
"490654",839,5,"2014-04-18",0,0,0,1,"b",1
"490739",924,5,"2014-04-18",0,0,0,1,"b",1
"490754",939,5,"2014-04-18",0,0,0,1,"b",1
"490863",1048,5,"2014-04-18",0,0,0,1,"b",1
"490864",1049,5,"2014-04-18",0,0,0,1,"b",1
"490889",1074,5,"2014-04-18",0,0,0,1,"b",1
"491013",83,4,"2014-04-17",4433,411,1,1,"0",1
"491074",144,4,"2014-04-17",10535,987,1,1,"0",1
"491117",187,4,"2014-04-17",9187,1064,1,1,"0",1
"491130",200,4,"2014-04-17",9515,1249,1,1,"0",1
"491137",207,4,"2014-04-17",14181,1618,1,1,"0",1
"491178",248,4,"2014-04-17",11709,1412,1,1,"0",1
"491194",264,4,"2014-04-17",10122,1307,1,1,"0",1
"491377",447,4,"2014-04-17",7119,807,1,1,"0",1
"491418",488,4,"2014-04-17",4741,507,1,1,"0",1
"491449",519,4,"2014-04-17",7293,737,1,1,"0",1
"491539",609,4,"2014-04-17",5663,676,1,1,"0",1
"491541",611,4,"2014-04-17",6751,608,1,1,"0",1
"491569",639,4,"2014-04-17",6728,668,1,1,"0",1
"491713",783,4,"2014-04-17",9706,932,1,1,"0",0
"491769",839,4,"2014-04-17",7540,930,1,1,"0",1
"491854",924,4,"2014-04-17",6223,595,1,1,"0",1
"491869",939,4,"2014-04-17",8080,817,1,1,"0",1
"491978",1048,4,"2014-04-17",9985,754,1,1,"0",1
"491979",1049,4,"2014-04-17",5200,798,1,1,"0",1
"492004",1074,4,"2014-04-17",7068,740,1,1,"0",0
"492128",83,3,"2014-04-16",4704,393,1,1,"0",1
"492189",144,3,"2014-04-16",11258,913,1,1,"0",1
"492232",187,3,"2014-04-16",8121,933,1,1,"0",1
"492245",200,3,"2014-04-16",9183,1142,1,1,"0",1
"492252",207,3,"2014-04-16",14197,1563,1,1,"0",1
"492293",248,3,"2014-04-16",10871,1301,1,1,"0",1
"492309",264,3,"2014-04-16",9119,1176,1,1,"0",1
"492492",447,3,"2014-04-16",6438,715,1,1,"0",1
"492533",488,3,"2014-04-16",4783,478,1,1,"0",1
"492564",519,3,"2014-04-16",6764,678,1,1,"0",1
"492654",609,3,"2014-04-16",5919,652,1,1,"0",1
"492656",611,3,"2014-04-16",6641,529,1,1,"0",1
"492684",639,3,"2014-04-16",6318,600,1,1,"0",1
"492828",783,3,"2014-04-16",9524,823,1,1,"0",0
"492884",839,3,"2014-04-16",6938,858,1,1,"0",1
"492969",924,3,"2014-04-16",6134,536,1,1,"0",1
"492984",939,3,"2014-04-16",7136,651,1,1,"0",1
"493093",1048,3,"2014-04-16",10076,689,1,1,"0",1
"493094",1049,3,"2014-04-16",5498,767,1,1,"0",1
"493119",1074,3,"2014-04-16",8122,743,1,1,"0",0
"493243",83,2,"2014-04-15",5302,409,1,1,"0",1
"493304",144,2,"2014-04-15",10409,872,1,1,"0",1
"493347",187,2,"2014-04-15",9502,1052,1,1,"0",0
"493360",200,2,"2014-04-15",8898,1134,1,1,"0",1
"493367",207,2,"2014-04-15",16491,1767,1,1,"0",0
"493408",248,2,"2014-04-15",12539,1434,1,1,"0",0
"493424",264,2,"2014-04-15",11176,1248,1,1,"0",1
"493607",447,2,"2014-04-15",6820,717,1,1,"0",0
"493648",488,2,"2014-04-15",5105,475,1,1,"0",0
"493679",519,2,"2014-04-15",6913,641,1,1,"0",0
"493769",609,2,"2014-04-15",6020,601,1,1,"0",1
"493771",611,2,"2014-04-15",6983,547,1,1,"0",1
"493799",639,2,"2014-04-15",6648,624,1,1,"0",1
"493943",783,2,"2014-04-15",9645,824,1,1,"0",0
"493999",839,2,"2014-04-15",8447,944,1,1,"0",1
"494084",924,2,"2014-04-15",6832,557,1,1,"0",1
"494099",939,2,"2014-04-15",6866,579,1,1,"0",1
"494208",1048,2,"2014-04-15",9039,688,1,1,"0",0
"494209",1049,2,"2014-04-15",5125,690,1,1,"0",1
"494234",1074,2,"2014-04-15",8158,724,1,1,"0",0
"494358",83,1,"2014-04-14",5249,408,1,1,"0",1
"494419",144,1,"2014-04-14",10408,877,1,1,"0",1
"494462",187,1,"2014-04-14",9210,934,1,1,"0",0
"494475",200,1,"2014-04-14",9230,1129,1,1,"0",1
"494482",207,1,"2014-04-14",20089,1831,1,1,"0",0
"494523",248,1,"2014-04-14",11490,1347,1,1,"0",0
"494539",264,1,"2014-04-14",10809,1284,1,1,"0",1
"494722",447,1,"2014-04-14",7650,796,1,1,"0",0
"494763",488,1,"2014-04-14",5720,517,1,1,"0",0
"494794",519,1,"2014-04-14",8401,759,1,1,"0",0
"494884",609,1,"2014-04-14",5968,609,1,1,"0",1
"494886",611,1,"2014-04-14",7410,583,1,1,"0",1
"494914",639,1,"2014-04-14",7296,644,1,1,"0",1
"495058",783,1,"2014-04-14",11045,885,1,1,"0",0
"495114",839,1,"2014-04-14",8440,925,1,1,"0",1
"495199",924,1,"2014-04-14",7525,597,1,1,"0",1
"495214",939,1,"2014-04-14",8841,775,1,1,"0",1
"495323",1048,1,"2014-04-14",11818,779,1,1,"0",0
"495324",1049,1,"2014-04-14",4969,646,1,1,"0",1
"495349",1074,1,"2014-04-14",8979,792,1,1,"0",0
"495473",83,7,"2014-04-13",0,0,0,0,"0",0
"495534",144,7,"2014-04-13",0,0,0,0,"0",0
"495577",187,7,"2014-04-13",0,0,0,0,"0",0
"495590",200,7,"2014-04-13",0,0,0,0,"0",0
"495597",207,7,"2014-04-13",0,0,0,0,"0",0
"495638",248,7,"2014-04-13",0,0,0,0,"0",0
"495654",264,7,"2014-04-13",0,0,0,0,"0",0
"495837",447,7,"2014-04-13",0,0,0,0,"0",0
"495878",488,7,"2014-04-13",0,0,0,0,"0",0
"495909",519,7,"2014-04-13",0,0,0,0,"0",0
"495999",609,7,"2014-04-13",0,0,0,0,"0",0
"496001",611,7,"2014-04-13",0,0,0,0,"0",0
"496029",639,7,"2014-04-13",0,0,0,0,"0",0
"496173",783,7,"2014-04-13",0,0,0,0,"0",0
"496229",839,7,"2014-04-13",0,0,0,0,"0",0
"496314",924,7,"2014-04-13",0,0,0,0,"0",0
"496329",939,7,"2014-04-13",0,0,0,0,"0",0
"496438",1048,7,"2014-04-13",0,0,0,0,"0",0
"496439",1049,7,"2014-04-13",0,0,0,0,"0",0
"496464",1074,7,"2014-04-13",0,0,0,0,"0",0
"496588",83,6,"2014-04-12",3222,292,1,0,"0",0
"496649",144,6,"2014-04-12",6246,551,1,0,"0",0
"496692",187,6,"2014-04-12",3792,501,1,0,"0",0
"496705",200,6,"2014-04-12",7519,924,1,0,"0",0
"496712",207,6,"2014-04-12",8660,1099,1,0,"0",0
"496753",248,6,"2014-04-12",6849,1000,1,0,"0",0
"496769",264,6,"2014-04-12",6000,834,1,0,"0",0
"496952",447,6,"2014-04-12",5158,633,1,0,"0",0
"496993",488,6,"2014-04-12",3796,435,1,0,"0",0
"497024",519,6,"2014-04-12",5012,592,1,0,"0",0
"497114",609,6,"2014-04-12",2641,281,1,0,"0",0
"497116",611,6,"2014-04-12",6128,485,1,0,"0",0
"497144",639,6,"2014-04-12",2894,303,1,0,"0",0
"497288",783,6,"2014-04-12",5114,506,1,0,"0",0
"497344",839,6,"2014-04-12",3308,429,1,0,"0",0
"497429",924,6,"2014-04-12",2564,255,1,0,"0",0
"497444",939,6,"2014-04-12",5756,619,1,0,"0",0
"497553",1048,6,"2014-04-12",5539,484,1,0,"0",0
"497554",1049,6,"2014-04-12",3239,498,1,0,"0",0
"497579",1074,6,"2014-04-12",4555,561,1,0,"0",0
"497703",83,5,"2014-04-11",3249,308,1,0,"0",0
"497764",144,5,"2014-04-11",7150,739,1,0,"0",0
"497807",187,5,"2014-04-11",6410,914,1,0,"0",0
"497820",200,5,"2014-04-11",6745,897,1,0,"0",0
"497827",207,5,"2014-04-11",9850,1335,1,0,"0",0
"497868",248,5,"2014-04-11",6834,991,1,0,"0",0
"497884",264,5,"2014-04-11",5677,849,1,0,"0",0
"498067",447,5,"2014-04-11",4827,593,1,0,"0",0
"498108",488,5,"2014-04-11",3785,407,1,0,"0",0
"498139",519,5,"2014-04-11",4965,549,1,0,"0",0
"498229",609,5,"2014-04-11",4448,549,1,0,"0",0
"498231",611,5,"2014-04-11",5150,470,1,0,"0",0
"498259",639,5,"2014-04-11",4473,491,1,0,"0",0
"498403",783,5,"2014-04-11",6710,671,1,0,"0",0
"498459",839,5,"2014-04-11",4629,656,1,0,"0",0
"498544",924,5,"2014-04-11",4568,436,1,0,"0",0
"498559",939,5,"2014-04-11",5813,588,1,0,"0",0
"498668",1048,5,"2014-04-11",5992,510,1,0,"0",0
"498669",1049,5,"2014-04-11",3205,592,1,0,"0",0
"498694",1074,5,"2014-04-11",4952,570,1,0,"0",0
"498818",83,4,"2014-04-10",3345,301,1,0,"0",0
"498879",144,4,"2014-04-10",7233,735,1,0,"0",0
"498922",187,4,"2014-04-10",5234,721,1,0,"0",0
"498935",200,4,"2014-04-10",6483,887,1,0,"0",0
"498942",207,4,"2014-04-10",9955,1261,1,0,"0",0
"498983",248,4,"2014-04-10",6950,1063,1,0,"0",0
"498999",264,4,"2014-04-10",5060,788,1,0,"0",0
"499182",447,4,"2014-04-10",4452,574,1,0,"0",0
"499223",488,4,"2014-04-10",3204,368,1,0,"0",0
"499254",519,4,"2014-04-10",3774,474,1,0,"0",0
"499344",609,4,"2014-04-10",4293,509,1,0,"0",0
"499346",611,4,"2014-04-10",4723,438,1,0,"0",0
"499374",639,4,"2014-04-10",4281,497,1,0,"0",0
"499518",783,4,"2014-04-10",6246,663,1,0,"0",0
"499574",839,4,"2014-04-10",4914,664,1,0,"0",0
"499659",924,4,"2014-04-10",4369,475,1,0,"0",0
"499674",939,4,"2014-04-10",4421,477,1,0,"0",0
"499783",1048,4,"2014-04-10",6015,479,1,0,"0",0
"499784",1049,4,"2014-04-10",3473,607,1,0,"0",0
"499809",1074,4,"2014-04-10",4300,502,1,0,"0",0
"499933",83,3,"2014-04-09",3494,318,1,0,"0",0
"499994",144,3,"2014-04-09",6313,592,1,0,"0",0
"500037",187,3,"2014-04-09",5310,684,1,0,"0",0
"500050",200,3,"2014-04-09",6944,952,1,0,"0",0
"500057",207,3,"2014-04-09",8919,1169,1,0,"0",0
"500098",248,3,"2014-04-09",7193,985,1,0,"0",0
"500114",264,3,"2014-04-09",5726,814,1,0,"0",0
"500297",447,3,"2014-04-09",4975,596,1,0,"0",0
"500338",488,3,"2014-04-09",2667,324,1,0,"0",0
"500369",519,3,"2014-04-09",3516,450,1,0,"0",0
"500459",609,3,"2014-04-09",4133,496,1,0,"0",0
"500461",611,3,"2014-04-09",5758,479,1,0,"0",0
"500489",639,3,"2014-04-09",3902,450,1,0,"0",0
"500633",783,3,"2014-04-09",5747,603,1,0,"0",0
"500689",839,3,"2014-04-09",4597,641,1,0,"0",0
"500774",924,3,"2014-04-09",4196,421,1,0,"0",0
"500789",939,3,"2014-04-09",4399,440,1,0,"0",0
"500898",1048,3,"2014-04-09",5124,458,1,0,"0",0
"500899",1049,3,"2014-04-09",3516,600,1,0,"0",0
"500924",1074,3,"2014-04-09",3941,469,1,0,"0",0
"501048",83,2,"2014-04-08",3367,330,1,0,"0",0
"501109",144,2,"2014-04-08",6003,624,1,0,"0",0
"501152",187,2,"2014-04-08",4579,679,1,0,"0",0
"501165",200,2,"2014-04-08",6184,832,1,0,"0",0
"501172",207,2,"2014-04-08",8758,1107,1,0,"0",0
"501213",248,2,"2014-04-08",6331,960,1,0,"0",0
"501229",264,2,"2014-04-08",5540,832,1,0,"0",0
"501412",447,2,"2014-04-08",4456,566,1,0,"0",0
"501453",488,2,"2014-04-08",2775,322,1,0,"0",0
"501484",519,2,"2014-04-08",3707,448,1,0,"0",0
"501574",609,2,"2014-04-08",4380,507,1,0,"0",0
"501576",611,2,"2014-04-08",4992,438,1,0,"0",0
"501604",639,2,"2014-04-08",3630,400,1,0,"0",0
"501748",783,2,"2014-04-08",5615,600,1,0,"0",0
"501804",839,2,"2014-04-08",4674,653,1,0,"0",0
"501889",924,2,"2014-04-08",3947,383,1,0,"0",0
"501904",939,2,"2014-04-08",4780,491,1,0,"0",0
"502013",1048,2,"2014-04-08",4964,433,1,0,"0",0
"502014",1049,2,"2014-04-08",3282,578,1,0,"0",0
"502039",1074,2,"2014-04-08",3681,450,1,0,"0",0
"502163",83,1,"2014-04-07",3340,351,1,0,"0",0
"502224",144,1,"2014-04-07",5532,591,1,0,"0",0
"502267",187,1,"2014-04-07",5538,782,1,0,"0",0
"502280",200,1,"2014-04-07",7611,1032,1,0,"0",0
"502287",207,1,"2014-04-07",10225,1329,1,0,"0",0
"502328",248,1,"2014-04-07",6431,1006,1,0,"0",0
"502344",264,1,"2014-04-07",5853,900,1,0,"0",0
